Experiment,Time(min),Input 1 Pre,Input 2 Pre,Input 1,Input 2,Observable 1 mean,Observable 1 sd,Observable 2 mean	,Observable 2 sd,Observable 3 mean,Observable 3 sd,Observable 4 mean,Observable 4 sd
3,560,1,1e-07,0.5,1e-07,0.42618,0.047779,0.55525,0.056045,114,12.345,570.7,66.18
3,565,1,1e-07,0.5,1e-07,0.45103,0.047779,0.61837,0.048924,126.07,11.795,626.89,66.869
3,570,1,1e-07,1e-07,50,0.37118,0.047779,0.40295,0.042707,119.68,11.264,683.99,67.615
3,575,1,1e-07,1e-07,50,0.067943,0.0074571,2.8489,0.28693,96.013,11.068,752.97,66.921
3,580,1,1e-07,1e-07,50,0.012589,0.0011639,5.1889,0.50012,110.92,11.503,588.71,64.474
3,585,1,1e-07,1e-07,50,0.0021192,0.00018166,7.7522,0.68622,113.22,12.623,677.27,61.516
3,590,1,1e-07,1e-07,50,0.0002934,2.836e-05,8.0012,0.84867,113.52,14.489,584.79,58.543
3,595,1,1e-07,1e-07,50,5.0857e-05,4.4343e-06,10.848,0.99048,175.4,17.144,568.17,55.678
3,600,1,1e-07,0.5,1e-07,7.2695e-06,7.0013e-07,12.017,1.1143,219.55,20.61,506.87,52.94
3,605,1,1e-07,0.5,1e-07,0.37917,0.040322,9.7432,0.97268,232.36,24.146,522.87,52.408
3,610,1,1e-07,0.5,1e-07,0.42968,0.046615,8.0645,0.84908,260.01,26.883,490.81,52.466
3,615,1,1e-07,0.5,1e-07,0.45966,0.047598,6.4605,0.74119,306.75,28.913,471.13,52.444
3,620,1,1e-07,0.5,1e-07,0.49777,0.047751,6.5114,0.64701,246.74,30.36,480.81,52.329
3,625,1,1e-07,0.5,1e-07,0.44233,0.047775,5.5876,0.56479,297.61,31.327,496.23,52.156
3,630,1,1e-07,0.5,1e-07,0.51464,0.047779,5.2897,0.49302,339.16,31.897,536.11,51.955
3,635,1,1e-07,0.5,1e-07,0.43264,0.047779,4.2225,0.43038,301.71,32.137,581.51,51.748
3,640,1,1e-07,0.5,1e-07,0.45022,0.047779,4.2331,0.37569,319.68,32.103,497.91,51.553
3,645,1,1e-07,0.5,1e-07,0.5268,0.047779,3.0623,0.32795,360.21,31.844,526.5,51.381
3,650,1,1e-07,0.5,1e-07,0.47385,0.047779,2.8624,0.28628,315.94,31.398,493.17,51.242
3,655,1,1e-07,0.5,1e-07,0.57415,0.047779,2.5105,0.2499,305.25,30.8,606.88,51.143
3,660,1,1e-07,0.5,1e-07,0.4542,0.047779,2.1297,0.21815,321.02,30.08,576.16,51.09
3,665,1,1e-07,0.5,1e-07,0.48944,0.047779,1.8215,0.19043,323.2,29.263,541.58,51.085
3,670,1,1e-07,0.5,1e-07,0.46114,0.047779,1.7937,0.16623,294.4,28.371,467.16,51.133
3,675,1,1e-07,0.5,1e-07,0.45222,0.047779,1.233,0.14511,259.04,27.423,436.04,51.235
3,680,1,1e-07,0.5,1e-07,0.5009,0.047779,1.2748,0.12667,263.94,26.436,593.4,51.395
3,685,1,1e-07,0.5,1e-07,0.51979,0.047779,1.1326,0.11057,264.38,25.423,472.93,51.611
3,690,1,1e-07,0.5,1e-07,0.43489,0.047779,1.0368,0.096521,252.31,24.396,581.27,51.886
3,695,1,1e-07,0.5,1e-07,0.46041,0.047779,0.79717,0.084256,239.15,23.367,534.98,52.22
3,700,1,1e-07,0.5,1e-07,0.44925,0.047779,0.56979,0.07355,222.83,22.343,529.08,52.614
3,705,1,1e-07,0.5,1e-07,0.46933,0.047779,0.57181,0.064204,187.54,21.332,583.2,53.066
3,710,1,1e-07,0.5,1e-07,0.40437,0.047779,0.52311,0.056046,185.57,20.34,576.57,53.577
3,715,1,1e-07,0.5,1e-07,0.48951,0.047779,0.48873,0.048924,192.04,19.372,518.89,54.147
3,720,1,1e-07,1e-07,50,0.43193,0.047779,0.43766,0.042707,196.84,18.432,509.12,54.774
3,725,1,1e-07,1e-07,50,0.072003,0.0074571,2.5729,0.28693,225.89,18.128,550.57,54.208
3,730,1,1e-07,1e-07,50,0.011029,0.0011639,5.7546,0.50012,180.87,18.99,602.38,52.252
3,735,1,1e-07,1e-07,50,0.0017935,0.00018166,7.9337,0.68622,195.38,21.034,442.74,49.921
3,740,1,1e-07,1e-07,50,0.0002664,2.836e-05,8.3096,0.84867,219.34,24.264,455.21,47.588
3,745,1,1e-07,1e-07,50,4.4108e-05,4.4343e-06,8.9702,0.99048,287.09,28.637,489.24,45.348
3,750,1,1e-07,0.5,1e-07,6.5363e-06,7.0013e-07,10.122,1.1143,341.9,34.069,418.82,43.217
3,755,1,1e-07,0.5,1e-07,0.42071,0.040322,10.177,0.97268,369.48,39.517,461.85,42.757
3,760,1,1e-07,0.5,1e-07,0.45231,0.046615,7.4305,0.84908,380.62,43.851,476.5,42.769
3,765,1,1e-07,0.5,1e-07,0.54782,0.047598,7.6192,0.74119,487.43,47.169,482.21,42.723
3,770,1,1e-07,0.5,1e-07,0.50594,0.047751,6.8234,0.64701,532.66,49.623,438.4,42.603
3,775,1,1e-07,0.5,1e-07,0.52106,0.047775,5.6571,0.56479,456.8,51.347,357.12,42.435
3,780,1,1e-07,0.5,1e-07,0.45076,0.047779,4.5919,0.49303,499.01,52.452,361.45,42.244
3,785,1,1e-07,0.5,1e-07,0.41856,0.047779,4.9689,0.43038,409.87,53.031,430.5,42.047
3,790,1,1e-07,0.5,1e-07,0.47962,0.047779,4.1552,0.37569,527.83,53.163,343.12,41.856
3,795,1,1e-07,0.5,1e-07,0.49531,0.047779,2.9132,0.32795,473.43,52.919,429.19,41.682
3,800,1,1e-07,0.5,1e-07,0.42758,0.047779,3.1959,0.28628,537.5,52.356,399.65,41.532
3,805,1,1e-07,0.5,1e-07,0.59011,0.047779,2.6282,0.2499,488.44,51.527,392.22,41.413
3,810,1,1e-07,0.5,1e-07,0.5149,0.047779,2.0853,0.21815,467.92,50.478,376.5,41.328
3,815,1,1e-07,0.5,1e-07,0.39561,0.047779,1.804,0.19043,402.41,49.249,362.25,41.28
3,820,1,1e-07,0.5,1e-07,0.51029,0.047779,1.9131,0.16623,381.88,47.875,433.64,41.274
3,825,1,1e-07,0.5,1e-07,0.47609,0.047779,1.5156,0.14511,402.25,46.387,416.25,41.31
3,830,1,1e-07,0.5,1e-07,0.55085,0.047779,1.301,0.12667,436.55,44.812,399.08,41.391
3,835,1,1e-07,0.5,1e-07,0.38626,0.047779,1.0201,0.11057,451.78,43.176,396.72,41.518
3,840,1,1e-07,0.5,1e-07,0.40689,0.047779,0.94214,0.096521,337.79,41.498,404.89,41.692
3,845,1,1e-07,0.5,1e-07,0.57055,0.047779,0.73824,0.084256,364.89,39.796,416.8,41.914
3,850,1,1e-07,0.5,1e-07,0.41802,0.047779,0.75951,0.07355,378.06,38.088,399.78,42.185
3,855,1,1e-07,0.5,1e-07,0.44817,0.047779,0.71551,0.064204,429.18,36.386,353.84,42.505
3,860,1,1e-07,0.5,1e-07,0.62321,0.047779,0.55273,0.056046,309.18,34.702,415.4,42.875
3,865,1,1e-07,0.5,1e-07,0.53221,0.047779,0.50871,0.048924,337.86,33.046,465.31,43.295
3,870,1,1e-07,1e-07,50,0.45266,0.047779,0.4417,0.042707,312.64,31.426,470.52,43.765
3,875,1,1e-07,1e-07,50,0.060412,0.0074571,2.6966,0.28693,297.7,31.024,428.23,43.3
3,880,1,1e-07,1e-07,50,0.0099135,0.0011639,5.8386,0.50012,357.43,32.706,375.31,41.794
3,885,1,1e-07,1e-07,50,0.0019941,0.00018166,6.5737,0.68622,380.93,36.253,408.56,40.027
3,890,1,1e-07,1e-07,50,0.00028481,2.836e-05,6.9952,0.84867,445.75,41.425,467.93,38.27
3,895,1,1e-07,1e-07,50,4.3697e-05,4.4343e-06,10.591,0.99048,479.77,47.944,304.02,36.592
3,900,1,1e-07,0.25,20,6.4624e-06,7.0013e-07,12.255,1.1143,538.01,55.526,340.07,35.005
3,905,1,1e-07,0.25,20,0.17155,0.020161,12.068,1.0725,609.42,63.333,288.16,34.273
3,910,1,1e-07,0.25,20,0.27098,0.023308,9.2753,1.0361,621.45,70.578,306,33.83
3,915,1,1e-07,0.25,20,0.27132,0.023799,10.91,1.0043,825.84,77.29,344.85,33.376
3,920,1,1e-07,0.25,20,0.2194,0.023875,8.5769,0.97656,787.31,83.547,355.58,32.895
3,925,1,1e-07,0.25,20,0.25669,0.023887,9.2909,0.95233,897.4,89.419,351.84,32.396
3,930,1,1e-07,0.25,20,0.25392,0.023889,10.768,0.93118,1176.7,94.963,311.03,31.889
3,935,1,1e-07,0.25,20,0.2285,0.02389,11.077,0.91271,1154,100.23,323.31,31.382
3,940,1,1e-07,0.25,20,0.23247,0.02389,8.5809,0.89659,1220.4,105.25,316.13,30.879
3,945,1,1e-07,0.25,20,0.21526,0.02389,8.4016,0.88252,1026.4,110.06,305.47,30.384
3,950,1,1e-07,0.25,20,0.24264,0.02389,8.713,0.87024,1145.7,114.68,282.81,29.9
3,955,1,1e-07,0.25,20,0.27718,0.02389,7.2861,0.85952,1227.8,119.14,286.41,29.429
3,960,1,1e-07,0.25,20,0.23395,0.02389,10.714,0.85016,1288.4,123.45,273.1,28.972
3,965,1,1e-07,0.25,20,0.21551,0.02389,7.2832,0.84199,992.09,127.62,249.28,28.531
3,970,1,1e-07,0.25,20,0.24518,0.02389,8.2922,0.83486,1214.6,131.67,311.63,28.105
3,975,1,1e-07,0.25,20,0.24002,0.02389,8.251,0.82864,1361.4,135.6,263.4,27.695
3,980,1,1e-07,0.25,20,0.25711,0.02389,9.5106,0.8232,1304.4,139.41,270.6,27.301
3,985,1,1e-07,0.25,20,0.2604,0.02389,7.0398,0.81846,1040.1,143.12,340.07,26.923
3,990,1,1e-07,0.25,20,0.25131,0.02389,8.3943,0.81432,1418.7,146.73,267.65,26.561
3,995,1,1e-07,0.25,20,0.20654,0.02389,8.4105,0.8107,1581.7,150.24,247.12,26.214
3,1000,1,1e-07,0.25,20,0.22617,0.02389,6.1806,0.80755,1798.8,153.65,291.2,25.882
3,1005,1,1e-07,0.25,20,0.2573,0.02389,7.8499,0.80479,1409.9,156.96,245.33,25.565
3,1010,1,1e-07,0.25,20,0.22417,0.02389,8.0471,0.80239,1769.8,160.18,205.53,25.262
3,1015,1,1e-07,0.25,20,0.24142,0.02389,8.4131,0.80029,1731.5,163.3,254.05,24.973
3,1020,1,1e-07,0.25,20,0.22675,0.02389,7.4752,0.79846,1660.9,166.33,257.55,24.697
3,1025,1,1e-07,0.25,20,0.23087,0.02389,7.489,0.79686,1559.3,169.26,254,24.434
3,1030,1,1e-07,0.25,20,0.25503,0.02389,8.2473,0.79546,1957.5,172.11,256.43,24.183
3,1035,1,1e-07,0.25,20,0.25774,0.02389,6.2758,0.79424,2131.1,174.86,247.54,23.944
3,1040,1,1e-07,0.25,20,0.24311,0.02389,7.5899,0.79318,1524,177.52,239.74,23.716
3,1045,1,1e-07,0.25,20,0.25207,0.02389,8.0817,0.79225,1879.3,180.09,265.6,23.499
3,1050,1,1e-07,0.25,20,0.23558,0.02389,9.2702,0.79144,1965,182.58,203.91,23.293
3,1055,1,1e-07,0.25,20,0.20427,0.02389,8.7745,0.79073,1741.3,184.97,235.56,23.097
3,1060,1,1e-07,0.25,20,0.23431,0.02389,7.6104,0.79011,1842,187.28,285.95,22.91
3,1065,1,1e-07,0.25,20,0.20981,0.02389,7.1172,0.78957,1859.6,189.51,226.31,22.732
3,1070,1,1e-07,0.25,20,0.2519,0.02389,7.9863,0.7891,2183.8,191.66,245.38,22.563
3,1075,1,1e-07,0.25,20,0.23768,0.02389,8.8157,0.78869,2146.1,193.72,221.49,22.402
3,1080,1,1e-07,0.25,20,0.26108,0.02389,7.6379,0.78833,2008.1,195.71,186.34,22.25
3,1085,1,1e-07,0.25,20,0.24734,0.02389,6.8586,0.78802,2164.1,197.61,235.7,22.104
3,1090,1,1e-07,0.25,20,0.19036,0.02389,7.2929,0.78775,2354.6,199.44,248.53,21.966
3,1095,1,1e-07,0.25,20,0.26938,0.02389,7.9022,0.78751,2210.3,201.2,177.26,21.835
3,1100,1,1e-07,0.25,20,0.20512,0.02389,8.1706,0.7873,1957.3,202.89,260.24,21.711
3,1105,1,1e-07,0.25,20,0.25981,0.02389,8.0191,0.78712,2086.2,204.51,236.54,21.593
3,1110,1,1e-07,0.25,20,0.24869,0.02389,7.9437,0.78696,2392.3,206.06,207.11,21.48
3,1115,1,1e-07,0.25,20,0.21373,0.02389,7.4007,0.78682,2121.9,207.54,213.1,21.374
3,1120,1,1e-07,0.25,20,0.2301,0.02389,7.841,0.7867,2112.2,208.96,212.41,21.272
3,1125,1,1e-07,0.25,20,0.18786,0.02389,8.5711,0.78659,1863,210.32,195.66,21.176
3,1130,1,1e-07,0.25,20,0.24527,0.02389,6.7318,0.7865,2231.7,211.62,248.34,21.085
3,1135,1,1e-07,0.25,20,0.24756,0.02389,7.2658,0.78642,2095.2,212.87,227.5,20.998
3,1140,1,1e-07,0.25,20,0.23575,0.02389,6.07,0.78635,2190.8,214.05,196.7,20.916
3,1145,1,1e-07,0.25,20,0.25726,0.02389,8.5429,0.78629,2219.6,215.19,231.29,20.838
3,1150,1,1e-07,0.25,20,0.22472,0.02389,9.1845,0.78624,2155.3,216.27,242.53,20.764
3,1155,1,1e-07,0.25,20,0.23266,0.02389,8.7638,0.78619,2048.4,217.31,268.87,20.693
3,1160,1,1e-07,0.25,20,0.2206,0.02389,8.5076,0.78615,2191.2,218.3,197.7,20.627
3,1165,1,1e-07,0.25,20,0.23761,0.02389,7.2204,0.78611,1947.1,219.24,205.82,20.563
3,1170,1,1e-07,0.25,20,0.1962,0.02389,6.4466,0.78608,1908.7,220.14,155.43,20.503
3,1175,1,1e-07,0.25,20,0.23634,0.02389,7.9515,0.78606,2191.9,221,239.98,20.446
3,1180,1,1e-07,0.25,20,0.23341,0.02389,7.1783,0.78603,2513,221.81,238.83,20.392
3,1185,1,1e-07,0.25,20,0.22061,0.02389,6.0891,0.78601,2103.8,222.59,194.88,20.341
3,1190,1,1e-07,0.25,20,0.25211,0.02389,9.0153,0.78599,2672.8,223.34,196.77,20.292
3,1195,1,1e-07,0.25,20,0.22517,0.02389,7.155,0.78598,2067.4,224.04,152.21,20.246
3,1200,1,1e-07,0.25,20,0.28131,0.02389,7.5281,0.78596,2258.8,224.72,241.88,20.202
3,1205,1,1e-07,0.25,20,0.25096,0.02389,9.4498,0.78595,2279.4,225.36,161.88,20.161
3,1210,1,1e-07,0.25,20,0.21653,0.02389,8.5736,0.78594,2214.9,225.97,208.32,20.121
3,1215,1,1e-07,0.25,20,0.28509,0.02389,8.2036,0.78593,2451.9,226.55,180.25,20.084
3,1220,1,1e-07,0.25,20,0.25012,0.02389,6.8597,0.78592,1999.9,227.1,212.83,20.048
3,1225,1,1e-07,0.25,20,0.22925,0.02389,7.6036,0.78592,2297.3,227.63,205.8,20.015
3,1230,1,1e-07,0.25,20,0.27191,0.02389,7.4381,0.78591,2202,228.13,235.2,19.983
3,1235,1,1e-07,0.25,20,0.19431,0.02389,7.9981,0.78591,2396.6,228.61,226.81,19.953
3,1240,1,1e-07,0.25,20,0.2487,0.02389,7.5185,0.7859,1940.2,229.06,187.75,19.924
3,1245,1,1e-07,0.25,20,0.23479,0.02389,8.8447,0.7859,2823,229.49,195.43,19.897
3,1250,1,1e-07,0.25,20,0.25679,0.02389,7.7035,0.78589,2409.6,229.9,178.95,19.871
3,1255,1,1e-07,0.25,20,0.2611,0.02389,8.3667,0.78589,2607.3,230.29,221.18,19.846
3,1260,1,1e-07,0.25,20,0.23346,0.02389,8.33,0.78589,1934.5,230.66,237.9,19.823
3,1265,1,1e-07,0.25,20,0.29006,0.02389,7.9291,0.78589,2409.4,231.01,214.9,19.801
3,1270,1,1e-07,0.25,20,0.22628,0.02389,8.1543,0.78588,2300.7,231.34,208.3,19.78
3,1275,1,1e-07,0.25,20,0.25301,0.02389,5.7147,0.78588,2328.9,231.66,226.64,19.76
3,1280,1,1e-07,0.25,20,0.25151,0.02389,7.852,0.78588,2065.6,231.96,205.29,19.742
3,1285,1,1e-07,0.25,20,0.2418,0.02389,7.8672,0.78588,2003.3,232.25,229.52,19.724
3,1290,1,1e-07,0.25,20,0.23765,0.02389,9.1909,0.78588,2740.9,232.52,213.38,19.707
3,1295,1,1e-07,0.25,20,0.25082,0.02389,7.2518,0.78588,2280.9,232.78,165.74,19.691
3,1300,1,1e-07,0.25,20,0.22278,0.02389,7.858,0.78588,2329.4,233.03,198.06,19.676
3,1305,1,1e-07,0.25,20,0.28995,0.02389,8.7767,0.78587,2285.3,233.26,200.53,19.661
3,1310,1,1e-07,0.25,20,0.25935,0.02389,6.3273,0.78587,2241.7,233.48,206.11,19.648
3,1315,1,1e-07,0.25,20,0.22782,0.02389,9.2747,0.78587,2755.8,233.69,163.92,19.635
3,1320,1,1e-07,0.25,20,0.2356,0.02389,8.5775,0.78587,1693.5,233.89,161.49,19.623
3,1325,1,1e-07,0.25,20,0.25353,0.02389,9.3567,0.78587,1702.9,234.08,191.57,19.611
3,1330,1,1e-07,0.25,20,0.23093,0.02389,7.7668,0.78587,1939,234.26,196.19,19.6
3,1335,1,1e-07,0.25,20,0.23976,0.02389,7.1662,0.78587,2312.6,234.43,181.91,19.589
3,1340,1,1e-07,0.25,20,0.25239,0.02389,8.6563,0.78587,2327.9,234.6,186.16,19.579
3,1345,1,1e-07,0.25,20,0.21809,0.02389,6.7468,0.78587,2401.6,234.75,209.8,19.57
3,1350,1,1e-07,0.25,20,0.24815,0.02389,6.5392,0.78587,2575,234.9,201.16,19.561
3,1355,1,1e-07,0.25,20,0.26523,0.02389,7.3595,0.78587,2579.4,235.04,199.01,19.553
3,1360,1,1e-07,0.25,20,0.24724,0.02389,7.7487,0.78587,2127.1,235.17,175.98,19.545
3,1365,1,1e-07,0.25,20,0.20848,0.02389,7.5309,0.78587,2412,235.29,191.24,19.537
3,1370,1,1e-07,0.25,20,0.27557,0.02389,9.5651,0.78587,2212.9,235.41,192.13,19.53
3,1375,1,1e-07,0.25,20,0.2486,0.02389,7.5199,0.78587,2442,235.52,168.71,19.523
3,1380,1,1e-07,0.25,20,0.25139,0.02389,7.0914,0.78587,2636.8,235.63,225.86,19.517
3,1385,1,1e-07,0.25,20,0.2097,0.02389,7.008,0.78587,2312.3,235.73,218.72,19.51
3,1390,1,1e-07,0.25,20,0.24503,0.02389,6.9437,0.78587,2701.3,235.83,168.9,19.505
3,1395,1,1e-07,0.25,20,0.22513,0.02389,8.5404,0.78587,2244,235.92,186.36,19.499
3,1400,1,1e-07,0.25,20,0.23317,0.02389,8.093,0.78587,2562.9,236.01,220.45,19.494
3,1405,1,1e-07,0.25,20,0.24491,0.02389,8.5352,0.78587,2237.1,236.09,198.03,19.489
3,1410,1,1e-07,0.25,20,0.18299,0.02389,7.8443,0.78587,2947.7,236.17,149.75,19.484
3,1415,1,1e-07,0.25,20,0.2724,0.02389,8.5029,0.78587,2711.6,236.24,176.3,19.48
3,1420,1,1e-07,0.25,20,0.1955,0.02389,7.7433,0.78587,2315.4,236.31,226.06,19.475
3,1425,1,1e-07,0.25,20,0.21486,0.02389,7.9153,0.78587,1945.9,236.38,175.77,19.471
3,1430,1,1e-07,0.25,20,0.1997,0.02389,6.9247,0.78587,2787.8,236.44,218.64,19.468
3,1435,1,1e-07,0.25,20,0.23193,0.02389,8.6411,0.78587,2372,236.5,174.09,19.464
4,0,1e-07,100,1,1e-07,9.9791e-08,9.5558e-09,43.498,3.9293,2701.5,276.99,135.81,13.407
4,5,1e-07,100,1,1e-07,0.70958,0.080644,37.25,3.43,1929.9,276.96,150.77,14.058
4,10,1e-07,100,1,1e-07,0.83025,0.093231,31.96,2.9942,2523.6,276.84,161.88,14.925
4,15,1e-07,100,1,1e-07,1.0567,0.095195,25.799,2.6137,3029,276.61,153.63,15.757
4,20,1e-07,100,1,1e-07,0.8955,0.095502,24.412,2.2816,2732.9,276.23,182.1,16.529
4,25,1e-07,100,1,1e-07,0.95654,0.09555,20.821,1.9917,2945.6,275.68,165.45,17.242
4,30,1e-07,100,1,1e-07,0.96894,0.095557,17.922,1.7386,2854.3,274.92,156.03,17.9
4,35,1e-07,100,1,1e-07,0.81354,0.095558,15.291,1.5177,3159.7,273.91,161.98,18.509
4,40,1e-07,100,1,1e-07,1.0636,0.095558,12.316,1.3248,3237.3,272.62,175.62,19.072
4,45,1e-07,100,1,1e-07,1.067,0.095558,10.835,1.1565,2705.3,271.01,206.98,19.594
4,50,1e-07,100,1,1e-07,0.98931,0.095558,10.3,1.0095,2463.7,269.04,216.34,20.08
4,55,1e-07,100,1,1e-07,0.81555,0.095558,9.3863,0.88124,2500.8,266.66,229.87,20.534
4,60,1e-07,100,1,1e-07,0.88716,0.095558,7.7802,0.76926,2946.9,263.84,210.57,20.958
4,65,1e-07,100,1,1e-07,0.97056,0.095558,6.5937,0.67151,2989.3,260.55,242.93,21.357
4,70,1e-07,100,1,1e-07,0.94694,0.095558,5.2665,0.58618,2891.4,256.77,234.76,21.735
4,75,1e-07,100,1,1e-07,0.95403,0.095558,5.2239,0.5117,2490.4,252.49,232.17,22.094
4,80,1e-07,100,1,1e-07,1.071,0.095558,4.3795,0.44668,2070,247.7,219.07,22.439
4,85,1e-07,100,1,1e-07,0.84168,0.095558,4.0767,0.38992,2924.2,242.41,221.68,22.771
4,90,1e-07,100,1,1e-07,0.99247,0.095558,3.6467,0.34037,2655.5,236.63,263.63,23.095
4,95,1e-07,100,1,1e-07,0.86419,0.095558,3.2146,0.29712,2491.6,230.4,230.51,23.413
4,100,1e-07,100,1,1e-07,0.78324,0.095558,2.3034,0.25936,1749.8,223.76,235.41,23.728
4,105,1e-07,100,1,1e-07,1.0096,0.095558,1.8975,0.22641,2106.3,216.74,211.25,24.043
4,110,1e-07,100,1,1e-07,0.84715,0.095558,2.1228,0.19764,1810.5,209.41,218.79,24.36
4,115,1e-07,100,1,1e-07,1.0283,0.095558,1.7363,0.17252,1787.5,201.82,258.36,24.682
4,120,1e-07,100,1,1e-07,0.7846,0.095558,1.2501,0.1506,1952.5,194.02,268.9,25.012
4,125,1e-07,100,1,1e-07,0.98992,0.095558,1.5396,0.13146,1929.1,186.09,245.97,25.351
4,130,1e-07,100,1,1e-07,0.90103,0.095558,1.1256,0.11476,1830.1,178.08,310.01,25.701
4,135,1e-07,100,1,1e-07,0.89538,0.095558,1.3347,0.10018,1511.4,170.04,234.98,26.066
4,140,1e-07,100,1,1e-07,0.7305,0.095558,0.8212,0.087447,1279.7,162.03,276.42,26.447
4,145,1e-07,100,1,1e-07,0.90445,0.095558,0.80535,0.076335,1356,154.1,321.93,26.845
4,150,1e-07,100,1,1e-07,0.91416,0.095558,0.54812,0.066636,1501.8,146.29,267.1,27.263
4,155,1e-07,100,1,1e-07,1.0259,0.095558,0.52144,0.058168,1055.1,138.63,358.92,27.703
4,160,1e-07,100,1,1e-07,0.90509,0.095558,0.6088,0.050777,1187.5,131.17,292.86,28.167
4,165,1e-07,100,1,1e-07,1.0797,0.095558,0.46241,0.044325,1285.5,123.91,283.83,28.655
4,170,1e-07,100,1,1e-07,1.0053,0.095558,0.42047,0.038692,1335,116.9,283.72,29.17
4,175,1e-07,100,1,1e-07,0.90127,0.095558,0.29641,0.033776,1152.8,110.14,243.78,29.713
4,180,1e-07,100,1,1e-07,0.92147,0.095558,0.31436,0.029484,1042,103.65,335.47,30.286
4,185,1e-07,100,1,1e-07,1.0226,0.095558,0.24252,0.025737,854.38,97.432,329.19,30.89
4,190,1e-07,100,1,1e-07,1.0396,0.095558,0.20598,0.022467,884.8,91.495,321.42,31.527
4,195,1e-07,100,1,1e-07,0.941,0.095558,0.18647,0.019612,862.54,85.841,339.26,32.197
4,200,1e-07,100,1,1e-07,0.87593,0.095558,0.17536,0.01712,671.81,80.468,364.53,32.903
4,205,1e-07,100,1,1e-07,1.0394,0.095558,0.13363,0.014944,873.22,75.375,349.84,33.646
4,210,1e-07,100,1,1e-07,1.0044,0.095558,0.14341,0.013045,691.69,70.555,373.98,34.426
4,215,1e-07,100,1,1e-07,1.0643,0.095558,0.097719,0.011388,774.38,66.004,361.38,35.245
4,220,1e-07,100,1,1e-07,0.79981,0.095558,0.092841,0.0099408,554.25,61.712,378.97,36.104
4,225,1e-07,100,1,1e-07,0.76481,0.095558,0.080596,0.0086776,620.54,57.673,408.7,37.004
4,230,1e-07,100,1,1e-07,0.95765,0.095558,0.073609,0.0075749,519.48,53.875,373.78,37.946
4,235,1e-07,100,1,1e-07,0.87307,0.095558,0.057643,0.0066124,502.53,50.311,406.26,38.93
4,240,1e-07,100,1,1e-07,0.90514,0.095558,0.054547,0.0057722,451.38,46.969,429.57,39.958
4,245,1e-07,100,1,1e-07,0.92575,0.095558,0.05876,0.0050387,436.95,43.84,494.29,41.03
4,250,1e-07,100,1,1e-07,1.0445,0.095558,0.033809,0.0043984,388.12,40.912,374,42.146
4,255,1e-07,100,1,1e-07,0.85959,0.095558,0.039561,0.0038395,364.69,38.176,448.43,43.307
4,260,1e-07,100,1,1e-07,0.9194,0.095558,0.028831,0.0033516,309.24,35.622,462.37,44.513
4,265,1e-07,100,1,1e-07,0.9563,0.095558,0.033372,0.0029257,333.4,33.238,421.18,45.763
4,270,1e-07,100,1,1e-07,0.92614,0.095558,0.024274,0.002554,325.77,31.017,406.65,47.059
4,275,1e-07,100,1,1e-07,1.0483,0.095558,0.022436,0.0022294,336.2,28.948,394.02,48.4
4,280,1e-07,100,1,1e-07,1.0763,0.095558,0.019007,0.0019461,265.74,27.022,526.83,49.784
4,285,1e-07,100,1,1e-07,0.89722,0.095558,0.018539,0.0016988,253.63,25.23,521.7,51.213
4,290,1e-07,100,1,1e-07,0.94852,0.095558,0.015199,0.001483,271.19,23.564,528.52,52.684
4,295,1e-07,100,1,1e-07,0.9753,0.095558,0.013355,0.0012945,190.07,22.016,480.35,54.197
4,300,1e-07,100,1,1e-07,1.0664,0.095558,0.011315,0.00113,220.19,20.578,542.12,55.75
4,305,1e-07,100,1,1e-07,0.95742,0.095558,0.01071,0.00098645,211.83,19.243,539,57.343
4,310,1e-07,100,1,1e-07,0.99636,0.095558,0.0074355,0.0008611,178.13,18.004,677.82,58.973
4,315,1e-07,100,1,1e-07,0.85975,0.095558,0.0073814,0.00075168,154.28,16.856,524.28,60.639
4,320,1e-07,100,1,1e-07,1.063,0.095558,0.0073546,0.00065616,150.3,15.79,704.4,62.339
4,325,1e-07,100,1,1e-07,0.9577,0.095558,0.005515,0.00057279,159.57,14.803,595.31,64.071
4,330,1e-07,100,1,1e-07,0.9453,0.095558,0.0055309,0.0005,122.91,13.888,691.2,65.831
4,335,1e-07,100,1,1e-07,1.0871,0.095558,0.0041177,0.00043647,111.16,13.041,531.53,67.618
4,340,1e-07,100,1,1e-07,1.0511,0.095558,0.0036355,0.00038101,122.54,12.256,611.44,69.429
4,345,1e-07,100,1,1e-07,0.94629,0.095558,0.0034009,0.00033259,108.91,11.529,693.91,71.261
4,350,1e-07,100,1,1e-07,0.84659,0.095558,0.0031748,0.00029033,110.67,10.857,597.77,73.11
4,355,1e-07,100,1,1e-07,0.83313,0.095558,0.002619,0.00025344,121.29,10.234,769.69,74.975
4,360,1e-07,100,1,1e-07,0.82515,0.095558,0.0019334,0.00022123,98.818,9.6584,814.49,76.851
4,365,1e-07,100,1,1e-07,0.87475,0.095558,0.0019654,0.00019312,104.17,9.1258,742.75,78.735
4,370,1e-07,100,1,1e-07,1.0356,0.095558,0.0016704,0.00016858,89.193,8.6331,917.41,80.624
4,375,1e-07,100,1,1e-07,0.99482,0.095558,0.0014946,0.00014716,83.558,8.1775,780.15,82.515
